[True, False, True]
Run timestamp: 06102023_193136_23.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '25000000.0', '--lambda_gene_expr_recon', '15000.0', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_23']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8976; val_auprc_score: 0.9829; val_best_acc_score: 0.9190; val_best_f1_score: 0.9555; train_kl_reg_loss: 24421.1150; train_edge_recon_loss: 3184241.4798; train_gene_expr_recon_loss: 12991246.2580; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 16199908.8521; train_optim_loss: 16199908.8521; val_kl_reg_loss: 25759.0823; val_edge_recon_loss: 3227822.7315; val_gene_expr_recon_loss: 11428076.5833; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 14681658.3827; val_optim_loss: 14681658.3827
Epoch 83/400 |████----------------| 20.8% val_auroc_score: 0.9532; val_auprc_score: 0.9925; val_best_acc_score: 0.9468; val_best_f1_score: 0.9704; train_kl_reg_loss: 32256.7333; train_edge_recon_loss: 3022020.4675; train_gene_expr_recon_loss: 8214609.5631; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11268886.7688; train_optim_loss: 11268886.7688; val_kl_reg_loss: 31644.9022; val_edge_recon_loss: 3133506.7608; val_gene_expr_recon_loss: 8250604.6790; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11415756.3272; val_optim_loss: 11415756.3272
Epoch 84/400 |████----------------| 21.0% val_auroc_score: 0.9500; val_auprc_score: 0.9918; val_best_acc_score: 0.9456; val_best_f1_score: 0.9697; train_kl_reg_loss: 32259.1745; train_edge_recon_loss: 3021800.2342; train_gene_expr_recon_loss: 8215751.2810; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11269810.6854; train_optim_loss: 11269810.6854; val_kl_reg_loss: 31650.1193; val_edge_recon_loss: 3176748.1960; val_gene_expr_recon_loss: 8265944.0031; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11474342.3086; val_optim_loss: 11474342.3086
Epoch 85/400 |████----------------| 21.2% val_auroc_score: 0.9524; val_auprc_score: 0.9925; val_best_acc_score: 0.9472; val_best_f1_score: 0.9706; train_kl_reg_loss: 32253.3412; train_edge_recon_loss: 3021684.7926; train_gene_expr_recon_loss: 8214734.8583; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11268672.9969; train_optim_loss: 11268672.9969; val_kl_reg_loss: 31651.8876; val_edge_recon_loss: 3112825.7519; val_gene_expr_recon_loss: 8247604.0679; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11392081.7191; val_optim_loss: 11392081.7191
Epoch 86/400 |████----------------| 21.5% val_auroc_score: 0.9509; val_auprc_score: 0.9922; val_best_acc_score: 0.9466; val_best_f1_score: 0.9703; train_kl_reg_loss: 32257.4897; train_edge_recon_loss: 3017080.6764; train_gene_expr_recon_loss: 8215618.8443; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11264957.0192; train_optim_loss: 11264957.0192; val_kl_reg_loss: 31628.3936; val_edge_recon_loss: 3101373.7323; val_gene_expr_recon_loss: 8249814.4707; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11382816.6080; val_optim_loss: 11382816.6080
Epoch 87/400 |████----------------| 21.8% val_auroc_score: 0.9517; val_auprc_score: 0.9922; val_best_acc_score: 0.9463; val_best_f1_score: 0.9701; train_kl_reg_loss: 32250.5144; train_edge_recon_loss: 3015642.0207; train_gene_expr_recon_loss: 8212849.3561; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11260741.8906; train_optim_loss: 11260741.8906; val_kl_reg_loss: 31625.9377; val_edge_recon_loss: 3145954.3183; val_gene_expr_recon_loss: 8244829.9367; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11422410.1759; val_optim_loss: 11422410.1759
Epoch 88/400 |████----------------| 22.0% val_auroc_score: 0.9518; val_auprc_score: 0.9924; val_best_acc_score: 0.9464; val_best_f1_score: 0.9702; train_kl_reg_loss: 32252.1165; train_edge_recon_loss: 3017973.5416; train_gene_expr_recon_loss: 8216529.4856; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11266755.1393; train_optim_loss: 11266755.1393; val_kl_reg_loss: 31654.0280; val_edge_recon_loss: 3111188.5239; val_gene_expr_recon_loss: 8246266.9599; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11389109.5093; val_optim_loss: 11389109.5093
Epoch 89/400 |████----------------| 22.2% val_auroc_score: 0.9530; val_auprc_score: 0.9926; val_best_acc_score: 0.9463; val_best_f1_score: 0.9701; train_kl_reg_loss: 32250.2055; train_edge_recon_loss: 3014003.7966; train_gene_expr_recon_loss: 8212454.5684; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11258708.5777; train_optim_loss: 11258708.5777; val_kl_reg_loss: 31639.6104; val_edge_recon_loss: 3129720.0872; val_gene_expr_recon_loss: 8246215.3333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11407575.0370; val_optim_loss: 11407575.0370
Epoch 90/400 |████----------------| 22.5% val_auroc_score: 0.9512; val_auprc_score: 0.9921; val_best_acc_score: 0.9456; val_best_f1_score: 0.9697; train_kl_reg_loss: 32251.1376; train_edge_recon_loss: 3013252.6890; train_gene_expr_recon_loss: 8214564.0751; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11260067.9022; train_optim_loss: 11260067.9022; val_kl_reg_loss: 31621.8590; val_edge_recon_loss: 3168134.9259; val_gene_expr_recon_loss: 8246781.7207; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11446538.4877; val_optim_loss: 11446538.4877

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000005e-09.

Epoch 91/400 |████----------------| 22.8% val_auroc_score: 0.9515; val_auprc_score: 0.9922; val_best_acc_score: 0.9456; val_best_f1_score: 0.9697; train_kl_reg_loss: 32257.6041; train_edge_recon_loss: 3013133.2617; train_gene_expr_recon_loss: 8213697.8729; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11259088.7290; train_optim_loss: 11259088.7290; val_kl_reg_loss: 31623.7403; val_edge_recon_loss: 3164107.4726; val_gene_expr_recon_loss: 8241825.7515; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11437556.9722; val_optim_loss: 11437556.9722
Epoch 92/400 |████----------------| 23.0% val_auroc_score: 0.9529; val_auprc_score: 0.9924; val_best_acc_score: 0.9463; val_best_f1_score: 0.9700; train_kl_reg_loss: 32256.1514; train_edge_recon_loss: 3013396.7964; train_gene_expr_recon_loss: 8212841.5084; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11258494.4487; train_optim_loss: 11258494.4487; val_kl_reg_loss: 31616.4957; val_edge_recon_loss: 3163836.3592; val_gene_expr_recon_loss: 8250584.1265; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11446036.9660; val_optim_loss: 11446036.9660
Epoch 93/400 |████----------------| 23.2% val_auroc_score: 0.9521; val_auprc_score: 0.9923; val_best_acc_score: 0.9461; val_best_f1_score: 0.9701; train_kl_reg_loss: 32259.4839; train_edge_recon_loss: 3016441.1019; train_gene_expr_recon_loss: 8216415.5358; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11265116.1221; train_optim_loss: 11265116.1221; val_kl_reg_loss: 31640.4796; val_edge_recon_loss: 3130530.2924; val_gene_expr_recon_loss: 8242941.4398; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11405112.1975; val_optim_loss: 11405112.1975
Epoch 94/400 |████----------------| 23.5% val_auroc_score: 0.9527; val_auprc_score: 0.9926; val_best_acc_score: 0.9465; val_best_f1_score: 0.9702; train_kl_reg_loss: 32254.5297; train_edge_recon_loss: 3021187.8297; train_gene_expr_recon_loss: 8214594.4069; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11268036.7726; train_optim_loss: 11268036.7726; val_kl_reg_loss: 31632.3784; val_edge_recon_loss: 3129409.0285; val_gene_expr_recon_loss: 8254309.9120; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11415351.3056; val_optim_loss: 11415351.3056

Stopping early: metric has not improved more than 0.0 in the last 8 epochs.
If the early stopping criterion is too strong, please instantiate it with different parameters in the train method.
Model training finished after 1282 min 23 sec.
Using best model state, which was in epoch 86.

--- MODEL EVALUATION ---
val AUROC score: 0.9508
val AUPRC score: 0.9922
val best accuracy score: 0.9455
val best F1 score: 0.9697
val target rna MSE score: 0.4048
val source rna MSE score: 0.1749
Val cat covariate0 mean sim diff: -0.0014
Val cat covariate1 mean sim diff: -0.0544
Val cat covariate2 mean sim diff: -0.0002

Computing neighbor graph...

Computing UMAP embedding...

Saving model...
