[True, False, True]
Run timestamp: 06102023_193137_22.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '30', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.0', '--lambda_gene_expr_recon', '3000.0', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_22']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 63, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 63, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.9239; val_auprc_score: 0.9875; val_best_acc_score: 0.9324; val_best_f1_score: 0.9626; train_kl_reg_loss: 10909.6665; train_edge_recon_loss: 628830.6415; train_gene_expr_recon_loss: 2595542.3219; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3235282.6273; train_optim_loss: 3235282.6273; val_kl_reg_loss: 12869.5376; val_edge_recon_loss: 639719.5287; val_gene_expr_recon_loss: 2256099.2060; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2908688.2662; val_optim_loss: 2908688.2662
Epoch 84/400 |████----------------| 21.0% val_auroc_score: 0.9560; val_auprc_score: 0.9930; val_best_acc_score: 0.9494; val_best_f1_score: 0.9718; train_kl_reg_loss: 14642.3632; train_edge_recon_loss: 607130.8051; train_gene_expr_recon_loss: 1635660.8215; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2257433.9891; train_optim_loss: 2257433.9891; val_kl_reg_loss: 14493.9040; val_edge_recon_loss: 631475.9533; val_gene_expr_recon_loss: 1642251.3943; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2288221.2500; val_optim_loss: 2288221.2500
Epoch 85/400 |████----------------| 21.2% val_auroc_score: 0.9561; val_auprc_score: 0.9931; val_best_acc_score: 0.9489; val_best_f1_score: 0.9715; train_kl_reg_loss: 14669.9766; train_edge_recon_loss: 606249.8112; train_gene_expr_recon_loss: 1635861.9425; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2256781.7276; train_optim_loss: 2256781.7276; val_kl_reg_loss: 14494.5799; val_edge_recon_loss: 631450.8578; val_gene_expr_recon_loss: 1641580.8565; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2287526.2828; val_optim_loss: 2287526.2828
Epoch 86/400 |████----------------| 21.5% val_auroc_score: 0.9561; val_auprc_score: 0.9931; val_best_acc_score: 0.9495; val_best_f1_score: 0.9719; train_kl_reg_loss: 14661.4996; train_edge_recon_loss: 607047.3370; train_gene_expr_recon_loss: 1636102.6619; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2257811.4991; train_optim_loss: 2257811.4991; val_kl_reg_loss: 14475.6821; val_edge_recon_loss: 623430.0195; val_gene_expr_recon_loss: 1643760.6339; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2281666.3418; val_optim_loss: 2281666.3418
Epoch 87/400 |████----------------| 21.8% val_auroc_score: 0.9553; val_auprc_score: 0.9930; val_best_acc_score: 0.9482; val_best_f1_score: 0.9712; train_kl_reg_loss: 14650.6896; train_edge_recon_loss: 604925.9819; train_gene_expr_recon_loss: 1635618.0843; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2255194.7551; train_optim_loss: 2255194.7551; val_kl_reg_loss: 14467.6875; val_edge_recon_loss: 633879.5603; val_gene_expr_recon_loss: 1641284.0945; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2289631.3403; val_optim_loss: 2289631.3403
Epoch 88/400 |████----------------| 22.0% val_auroc_score: 0.9553; val_auprc_score: 0.9930; val_best_acc_score: 0.9494; val_best_f1_score: 0.9718; train_kl_reg_loss: 14642.9356; train_edge_recon_loss: 608680.0960; train_gene_expr_recon_loss: 1636121.6021; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2259444.6347; train_optim_loss: 2259444.6347; val_kl_reg_loss: 14456.5672; val_edge_recon_loss: 623878.5004; val_gene_expr_recon_loss: 1641855.7411; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2280190.8110; val_optim_loss: 2280190.8110
Epoch 89/400 |████----------------| 22.2% val_auroc_score: 0.9566; val_auprc_score: 0.9931; val_best_acc_score: 0.9487; val_best_f1_score: 0.9714; train_kl_reg_loss: 14637.1342; train_edge_recon_loss: 608956.6983; train_gene_expr_recon_loss: 1635455.3916; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2259049.2250; train_optim_loss: 2259049.2250; val_kl_reg_loss: 14477.5870; val_edge_recon_loss: 633770.6973; val_gene_expr_recon_loss: 1641690.2292; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2289938.5147; val_optim_loss: 2289938.5147
Epoch 90/400 |████----------------| 22.5% val_auroc_score: 0.9560; val_auprc_score: 0.9929; val_best_acc_score: 0.9488; val_best_f1_score: 0.9714; train_kl_reg_loss: 14651.8121; train_edge_recon_loss: 605728.9898; train_gene_expr_recon_loss: 1636270.5788; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2256651.3806; train_optim_loss: 2256651.3806; val_kl_reg_loss: 14471.8518; val_edge_recon_loss: 637176.8628; val_gene_expr_recon_loss: 1642929.9070; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2294578.6196; val_optim_loss: 2294578.6196
Epoch 91/400 |████----------------| 22.8% val_auroc_score: 0.9561; val_auprc_score: 0.9930; val_best_acc_score: 0.9488; val_best_f1_score: 0.9715; train_kl_reg_loss: 14636.6213; train_edge_recon_loss: 607007.3228; train_gene_expr_recon_loss: 1635593.6383; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2257237.5812; train_optim_loss: 2257237.5812; val_kl_reg_loss: 14456.6759; val_edge_recon_loss: 631249.9067; val_gene_expr_recon_loss: 1640670.8322; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2286377.4167; val_optim_loss: 2286377.4167
Epoch 92/400 |████----------------| 23.0% val_auroc_score: 0.9551; val_auprc_score: 0.9928; val_best_acc_score: 0.9482; val_best_f1_score: 0.9711; train_kl_reg_loss: 14629.8106; train_edge_recon_loss: 604323.7175; train_gene_expr_recon_loss: 1635611.3822; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2254564.9107; train_optim_loss: 2254564.9107; val_kl_reg_loss: 14452.8950; val_edge_recon_loss: 635430.9890; val_gene_expr_recon_loss: 1641232.4178; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2291116.3067; val_optim_loss: 2291116.3067

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000002e-07.

Epoch 93/400 |████----------------| 23.2% val_auroc_score: 0.9555; val_auprc_score: 0.9929; val_best_acc_score: 0.9488; val_best_f1_score: 0.9715; train_kl_reg_loss: 14627.2249; train_edge_recon_loss: 606717.8808; train_gene_expr_recon_loss: 1635880.4841; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2257225.5898; train_optim_loss: 2257225.5898; val_kl_reg_loss: 14453.4838; val_edge_recon_loss: 629892.3696; val_gene_expr_recon_loss: 1641732.2025; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2286078.0494; val_optim_loss: 2286078.0494
Epoch 94/400 |████----------------| 23.5% val_auroc_score: 0.9562; val_auprc_score: 0.9929; val_best_acc_score: 0.9491; val_best_f1_score: 0.9716; train_kl_reg_loss: 14622.4041; train_edge_recon_loss: 606617.1196; train_gene_expr_recon_loss: 1635907.5602; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2257147.0854; train_optim_loss: 2257147.0854; val_kl_reg_loss: 14439.2020; val_edge_recon_loss: 631826.7164; val_gene_expr_recon_loss: 1641732.4745; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2287998.3908; val_optim_loss: 2287998.3908
Epoch 95/400 |████----------------| 23.8% val_auroc_score: 0.9561; val_auprc_score: 0.9930; val_best_acc_score: 0.9492; val_best_f1_score: 0.9717; train_kl_reg_loss: 14619.5210; train_edge_recon_loss: 606677.7712; train_gene_expr_recon_loss: 1635761.5423; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2257058.8319; train_optim_loss: 2257058.8319; val_kl_reg_loss: 14453.9568; val_edge_recon_loss: 629170.6648; val_gene_expr_recon_loss: 1642866.7492; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2286491.3661; val_optim_loss: 2286491.3661
Epoch 96/400 |████----------------| 24.0% val_auroc_score: 0.9564; val_auprc_score: 0.9932; val_best_acc_score: 0.9491; val_best_f1_score: 0.9716; train_kl_reg_loss: 14617.4704; train_edge_recon_loss: 607041.9212; train_gene_expr_recon_loss: 1636497.8130; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2258157.2054; train_optim_loss: 2258157.2054; val_kl_reg_loss: 14439.4013; val_edge_recon_loss: 627763.2255; val_gene_expr_recon_loss: 1641202.4803; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2283405.1096; val_optim_loss: 2283405.1096

Stopping early: metric has not improved more than 0.0 in the last 8 epochs.
If the early stopping criterion is too strong, please instantiate it with different parameters in the train method.
Model training finished after 1369 min 29 sec.
Using best model state, which was in epoch 88.

--- MODEL EVALUATION ---
val AUROC score: 0.9562
val AUPRC score: 0.9929
val best accuracy score: 0.9491
val best F1 score: 0.9716
val target rna MSE score: 0.2597
val source rna MSE score: 0.1673
Val cat covariate0 mean sim diff: -0.0005
Val cat covariate1 mean sim diff: -0.0580
Val cat covariate2 mean sim diff: -0.0007

Computing neighbor graph...

Computing UMAP embedding...

Saving model...
